61935;1;25
7470;1;57
29764;1;32
69623;1;13
1257;1;22
38252;0;52
73944;0;17
56673;1;69
9102;1;9
31046;1;46
28618;1;8
65324;1;35
57065;1;27
43811;0;68
20412;0;30
28122;1;17
47255;0;21
8134;1;47
43687;0;60
36718;0;57
67149;0;30
64195;1;29
80523;1;4
14652;0;54
55760;1;66
12150;0;61
81604;1;42
69686;1;11
55944;1;42
48412;1;57
39707;0;58
1122;1;34
75700;0;65
17076;0;63
28001;1;49
52686;1;22
60113;0;31
65247;1;40
21863;1;34
47576;1;62
60975;1;35
53378;0;0
78017;1;19
65718;1;58
41202;1;45
9849;1;25
54259;0;55
25194;1;1
39825;1;14
5131;0;26
30227;0;21
47823;1;61
59935;1;62
3736;0;11
17224;0;30
80624;1;9
35971;1;68
15043;1;48
32294;1;24
50375;0;63
56784;0;44
5922;1;27
70091;0;52
37005;1;29
33310;0;46
13850;1;11
20135;0;29
54048;1;65
59034;0;69
5855;0;33
31933;1;50
79006;0;5
2555;0;11
81024;0;20
75009;0;27
8209;0;23
57841;0;9
14574;1;32
8076;0;1
41182;0;59
8025;0;21
51060;0;21
79121;1;23
37195;1;60
63457;0;64
64677;0;56
81984;1;17
27607;1;23
38859;1;16
4279;0;51
22302;1;47
73259;0;44
34398;0;20
48230;0;60
39177;1;60
51643;0;1
8946;0;32
49578;0;65
47542;0;37
62560;1;43
61825;1;34
95;0;61
913;0;23
69309;1;5
52312;1;49
73273;1;31
47028;0;25
47088;0;51
34718;0;43
17463;1;13
11085;1;58
18899;1;48
82026;1;63
52575;0;1
35887;1;30
48684;0;26
21843;1;1
18834;1;48
25512;0;16
76384;0;66
62877;0;32
24795;1;2
16215;1;54
47326;0;25
32460;0;2
36929;1;12
42356;0;22
53288;0;4
53738;1;39
74329;1;3
71560;1;22
48420;0;39
5071;1;31
22432;0;23
74974;0;59
36078;0;40
1734;0;52
76642;1;0
35707;0;6
561;0;34
70414;1;54
24776;0;56
10629;0;64
57064;0;14
55650;0;69
59710;1;35
14674;0;51
80787;1;47
30018;1;36
47762;1;0
60115;0;53
49321;0;37
1852;1;52
17318;0;52
5566;0;23
45708;1;6
48513;0;40
68779;1;50
31692;1;26
23493;1;1
72211;1;11
72441;1;18
32079;0;15
37695;0;57
1627;1;39
60000;0;17
56824;0;54
15903;0;19
51619;0;16
1859;0;16
76361;1;37
1259;0;19
78961;0;40
47653;1;9
3684;1;31
33670;0;36
6676;1;12
30528;1;32
6115;1;1
54003;1;53
70167;0;61
9737;1;20
61516;1;13
27862;0;43
41047;0;46
77824;1;45
73012;0;1
5360;0;35
10604;1;67
6593;1;59
32944;0;31
26814;1;63
63058;1;27
37359;0;30
57036;0;10
11470;0;9
66757;0;49
56818;1;2
29629;1;60
38681;1;47
20190;0;56
70188;0;28
4612;0;37
25875;0;60
65046;1;7
13079;1;19
33783;0;3
37613;1;9
17134;0;19
78972;1;26
59183;1;11
27555;1;2
73260;1;56
9394;0;9
49676;1;38
32906;1;61
34816;1;67
73010;0;56
24285;1;40
12408;1;24
73305;1;54
79332;0;54
50182;0;2
39988;1;1
36797;1;38
64766;1;53
996;1;60
63430;1;64
55020;0;18
10195;1;53
25374;1;26
2037;1;45
29500;0;51
7348;0;60
21878;0;54
36883;0;25
8292;1;0
37445;1;31
10288;0;49
62608;0;19
78572;0;31
70473;0;9
15558;1;37
10949;0;18
24651;0;39
42436;0;4
43085;1;1
10503;0;44
54005;0;2
15918;0;9
55768;0;64
7067;0;21
74736;1;10
5602;0;13
4472;0;28
48044;0;50
27869;0;30
77681;0;35
8237;0;40
77953;1;50
63217;1;10
30055;1;24
45931;1;25
51997;0;17
53406;0;10
62638;1;13
23892;0;13
46012;0;52
77396;1;7
48805;1;32
36845;1;48
19541;0;15
70485;1;21
25401;1;5
5747;1;40
67605;0;54
37053;0;9
41952;1;61
80028;1;62
78309;1;67
51100;0;68
49558;1;21
30337;1;29
29935;0;21
64341;1;52
36433;0;13
43785;1;46
21067;0;42
68197;1;50
27703;1;28
76446;0;30
53106;1;63
58391;0;23
33066;0;1
78474;0;7
34969;0;40
77839;1;19
40126;1;26
34991;0;36
32485;0;66
65734;1;9
25308;0;18
27217;1;4
21399;1;40
15830;1;48
39805;0;47
69338;0;35
74269;0;17
37166;1;29
17016;1;51
49206;1;39
77889;0;19
642;0;19
2429;0;33
40397;0;62
46024;0;44
37324;0;60
10814;1;14
15783;0;69
68470;1;2
78549;1;7
23214;1;38
50348;0;52
39756;0;66
35332;0;48
80756;1;9
71531;1;2
18741;0;53
54354;0;69
72958;0;68
71943;0;32
32072;1;32
43430;1;43
36531;1;69
74654;1;35
68270;1;48
23037;0;40
78089;1;64
79347;0;13
8033;0;65
60208;1;24
51870;0;17
54424;1;31
74117;1;1
21654;1;47
51575;1;36
81847;0;5
37928;1;67
63508;1;13
10070;1;42
75695;0;43
73926;1;12
59130;0;40
65471;0;53
51249;1;50
11904;1;29
75562;0;47
6985;1;6
7597;0;31
33987;0;66
32006;1;22
48990;1;38
40379;1;0
45694;0;46
47434;1;39
30841;0;52
41682;0;30
37299;0;3
76988;0;31
10032;0;11
17553;0;20
28556;1;53
23641;0;65
18541;0;40
57004;0;25
27515;0;10
7715;0;42
28813;1;11
18362;1;47
16756;0;62
12882;0;48
44903;1;27
68155;0;67
18582;0;36
61722;1;7
11139;0;14
44211;1;58
1628;1;56
62410;0;21
7722;0;25
29438;1;38
58161;0;24
1762;1;57
436;0;67
42461;0;18
1547;0;57
23819;1;2
30341;0;28
23343;1;48
38430;0;18
18260;1;47
61954;1;57
45823;0;12
68696;0;59
3685;1;61
24828;0;5
30607;0;50
12354;1;12
18519;1;6
2859;0;28
36832;0;28
57884;0;24
22445;1;27
77222;1;35
51992;1;26
64187;1;10
17455;0;59
61371;1;7
24042;0;35
46764;0;37
56945;1;11
65476;1;47
45312;1;19
11998;1;14
21035;0;65
23228;0;39
24080;1;1
52448;1;11
41403;1;31
77676;0;12
38394;0;32
66578;1;14
26795;0;52
44373;1;45
17228;1;41
78749;0;8
8294;1;43
56552;1;64
4471;1;31
32971;0;8
68537;0;37
44801;1;42
4715;0;69
53429;0;2
16363;0;15
78613;0;13
77816;0;33
79570;0;31
66866;1;29
41778;1;36
32152;1;68
1672;0;9
21062;1;29
81474;0;16
73494;1;7
18011;1;46
21976;1;65
17998;0;9
16372;1;21
14272;1;50
47438;1;34
4186;0;49
69829;1;55
44681;0;36
60936;1;22
76865;1;42
12075;0;60
29114;1;54
5612;0;45
37766;1;17
48400;1;61
35544;1;22
78257;0;2
72039;0;7
81612;0;28
31741;0;47
56836;1;20
78304;1;67
79567;1;35
11176;1;15
80711;0;12
80310;0;45
15594;0;64
42176;0;35
53317;0;69
75094;1;46
11079;1;8
14085;0;24
37021;1;55
64669;1;32
37111;1;22
70057;0;51
13459;1;26
16962;1;68
62661;1;6
13119;1;65
42728;0;49
54919;0;55
54844;1;52
14035;0;48
28095;0;45
3184;1;12
1444;1;59
62631;0;26
851;1;35
20060;1;61
31880;1;11
30684;0;30
51283;0;29
59967;1;65
78991;1;32
14839;0;63
57539;1;35
81988;0;26
31072;0;67
574;1;32
80913;0;39
41709;0;57
14944;1;57
44121;0;41
39239;0;31
78534;1;20
29193;0;54
81573;1;58
47809;1;61
18725;0;61
11287;0;5
59313;0;50
3939;0;40
61403;1;53
7818;0;58
51173;0;9
75813;0;53
22150;0;29
55735;1;17
45204;1;65
42787;1;49
43537;0;62
34807;1;51
9105;0;8
18638;0;41
14091;1;27
40785;0;53
45385;1;22
29376;0;52
80808;0;3
50775;0;34
71121;1;64
42121;1;34
59286;0;58
76248;1;23
4474;0;48
55180;0;44
32726;0;38
26308;0;66
45245;1;20
14221;1;20
9146;1;33
8793;1;47
55727;0;29
62684;1;15
60707;1;15
7611;1;15
14164;0;47
57262;1;32
49071;0;15
52987;1;2
29683;0;28
76376;1;38
19033;1;6
2584;1;19
78823;0;13
66384;0;47
55479;1;68
51170;1;64
8115;0;34
51801;0;21
49648;0;11
12517;1;30
39094;1;36
41258;1;30
71492;1;48
12902;0;43
627;0;19
67357;0;38
67367;1;65
38708;1;47
29842;0;18
520;0;39
63612;0;18
54026;0;66
33533;1;20
50091;1;7
78831;0;17
12081;0;38
47519;1;57
43219;0;46
158;0;31
13071;0;3
49585;0;21
14648;0;31
80135;1;47
7499;0;32
35981;1;20
46840;1;69
69014;0;67
58055;1;17
37645;0;20
71567;0;14
34476;0;21
20384;1;31
34732;0;27
58838;1;12
31967;0;67
15240;0;40
31192;0;8
39254;0;27
75080;0;10
37;0;32
79951;0;19
79506;1;48
45498;0;22
45407;1;25
2564;0;12
25114;1;2
40114;1;66
20548;0;48
62433;1;20
48415;0;46
62326;1;49
35577;0;67
5112;0;4
70756;1;38
43061;1;36
68195;1;2
1342;0;10
34149;1;63
514;0;67
17568;1;31
8894;0;18
18216;0;63
36603;1;33
39116;0;50
78921;1;43
81291;1;52
1212;1;2
82028;1;45
14323;0;3
76970;0;41
15250;0;18
54580;0;9
12750;1;3
5970;0;9
58303;1;68
45561;0;4
7367;1;8
11802;1;48
33468;1;15
45895;1;55
45136;0;28
79648;1;22
31277;0;52
60551;1;63
24273;0;41
56729;1;3
28471;1;30
62288;1;55
8521;1;62
63507;1;17
16586;1;12
64830;0;38
43079;0;2
75992;1;63
20997;1;66
25307;1;29
58979;0;33
73641;0;11
36134;0;54
3134;0;30
4031;1;54
51378;0;50
70715;0;40
58962;0;32
5822;1;24
19090;1;8
72868;0;35
78324;1;50
51321;1;26
65890;1;62
46674;0;11
60811;1;13
70280;1;3
10487;1;61
28993;0;0
65399;1;59
22147;0;51
31706;1;54
64599;0;69
24580;1;19
21758;0;54
71287;0;57
63564;0;67
11804;1;2
16002;1;40
51990;0;38
78709;0;29
73421;1;2
80906;0;34
73103;1;30
24791;1;45
20209;1;56
31608;1;69
63807;0;0
14178;1;67
40798;0;22
81919;1;58
52797;0;64
79547;0;37
1888;1;60
71150;0;27
31707;1;44
78581;0;0
49662;1;56
49689;0;25
1281;0;12
80338;0;61
40080;0;0
29084;0;49
36319;0;34
34193;1;10
56470;0;1
27742;1;22
79752;0;64
38813;1;14
32784;1;55
3024;1;53
66433;0;44
21125;0;22
1674;1;4
7689;0;47
38191;0;3
17695;1;1
78887;1;9
7117;1;69
61074;1;5
20641;1;31
56732;0;9
37425;0;19
2442;0;42
45841;1;3
54616;0;24
3449;1;45
58881;1;51
80942;0;33
16632;0;63
76026;1;31
59778;0;38
54113;0;47
456;1;3
40868;1;44
2025;1;14
61422;1;12
7794;0;5
78288;1;55
57994;1;6
52098;0;56
56618;0;47
58890;0;49
79996;1;21
6545;1;19
70924;1;36
16290;1;21
75965;0;64
80032;1;13
21064;1;45
80585;1;15
61002;1;0
69782;1;55
61923;0;2
28369;0;30
13582;0;35
44463;0;66
68370;0;6
77558;1;21
57364;1;3
60548;0;20
33966;0;39
13160;1;12
17313;0;46
61221;0;68
38023;1;32
5008;1;45
4212;0;41
4497;1;15
61034;1;49
61803;0;13
57738;0;16
23155;1;22
11185;1;40
46731;1;17
52690;1;51
3332;1;47
28070;1;64
18756;0;27
11600;1;3
68294;1;17
46727;0;13
46358;0;43
12826;0;27
10648;1;42
18846;1;3
25663;1;50
58177;0;12
36374;1;50
29230;0;23
76053;1;19
2621;1;40
17879;1;54
42439;1;16
18121;0;51
37864;0;55
17663;1;47
72960;0;66
331;1;51
21712;1;21
74841;0;11
15294;1;31
70207;0;45
52497;1;17
2771;1;16
34686;1;33
69070;0;1
62624;0;36
82069;0;18
3746;1;48
65998;0;29
63989;1;28
53547;1;0
59142;1;26
50632;0;1
40862;1;3
62498;1;58
13892;0;39
36738;1;11
38966;1;42
20850;1;6
56281;0;69
55726;0;55
71932;0;27
6969;1;65
57903;0;21
52240;0;60
56461;0;0
36435;1;48
74542;1;15
58320;1;9
30953;1;8
29551;1;31
65468;1;44
40058;0;13
69924;1;57
79190;0;25
19913;0;17
13314;1;45
61894;1;62
62615;1;7
35075;1;60
21061;1;3
64550;0;58
54598;0;11
41632;1;12
24240;1;6
39922;0;29
60432;1;21
55218;0;6
15229;1;53
